Age at Training,SEX,EVENT_YEAR,GRADE,STATE,ZIP_CODE,ASVAB_AFQT_PERCENTILE,ASVAB_ADMIN,ASVAB_ELEC,ASVAB_GEN,ASVAB_MECH,ASVAB_AVERAGE,MARITAL_STATUS,Grad,Elim
19,M,2004,82,TX,76908,58,61,53,57,35,51.5,S,No,Yes
24,M,2004,54,FL,33610,43,40,54,48,64,51.5,S,No,Yes
22,M,2004,75,WA,99011,42,47,70,40,49,51.5,M,No,Yes
23,M,2003,75,NM,88310,50,50,44,53,59,51.5,M,No,Yes
18,F,2003,58,GA,31324,62,65,49,59,33,51.5,UNKNOWN,Yes,No
22,M,2004,45,WA,99011,42,47,70,40,49,51.5,M,Yes,No
27,M,2003,96,TN,37409,52,50,48,54,54,51.5,UNKNOWN,Yes,No
19,M,2003,89,WA,99205,52,54,45,52,55,51.5,UNKNOWN,Yes,No
18,M,2003,89,TX,76908,51,59,60,44,43,51.5,UNKNOWN,Yes,No
27,M,2003,87,TN,37409,52,50,48,54,54,51.5,UNKNOWN,Yes,No
19,M,2003,87,MD,20877,53,65,58,42,41,51.5,UNKNOWN,Yes,No
21,M,2003,86,NC,28390,50,50,50,52,54,51.5,UNKNOWN,Yes,No
34,M,2004,85,TN,38019,42,40,45,44,77,51.5,UNKNOWN,Yes,No
19,M,2003,84,PA,17724,51,57,60,46,43,51.5,UNKNOWN,Yes,No
24,M,2004,78,CA,93304,53,46,62,62,36,51.5,UNKNOWN,Yes,No
18,F,2003,74,GA,31324,62,65,49,59,33,51.5,UNKNOWN,Yes,No
42,M,2004,98,GA,30132,43,24,73,55,54,51.5,S,Yes,No
21,M,2003,97,UT,84118,52,46,54,53,53,51.5,S,Yes,No
18,M,2004,96,NC,28304,54,52,54,57,43,51.5,S,Yes,No
18,M,2005,93,WV,26276,44,45,67,49,45,51.5,S,Yes,No
25,M,2004,91,CA,92129,57,61,54,55,36,51.5,S,Yes,No
19,M,2003,90,CA,93437,49,55,71,44,36,51.5,S,Yes,No
18,M,2005,89,MO,64093,42,47,59,40,60,51.5,S,Yes,No
21,M,2004,89,NY,11706,55,59,54,53,40,51.5,S,Yes,No
21,M,2004,88,NY,11706,55,59,54,53,40,51.5,S,Yes,No
20,F,2004,87,SC,29229,52,57,60,48,41,51.5,S,Yes,No
19,M,2004,87,PA,15956,46,48,55,46,57,51.5,S,Yes,No
19,F,2003,84,AE,9464,62,67,44,57,38,51.5,S,Yes,No
21,M,2003,82,AZ,85388,61,67,36,55,48,51.5,S,Yes,No
19,M,2004,80,NM,88101,50,56,72,47,31,51.5,S,Yes,No
19,M,2005,80,NM,87123,44,50,53,38,65,51.5,S,Yes,No
23,M,2004,80,AL,35127,46,51,57,42,56,51.5,S,Yes,No
22,M,2004,79,EA,96368,56,61,45,53,47,51.5,S,Yes,No
19,F,2003,76,SC,29229,52,57,60,48,41,51.5,S,Yes,No
23,F,2004,74,IA,51104,53,55,55,53,43,51.5,S,Yes,No
18,F,2004,93,CA,90277,57,67,61,49,29,51.5,M,Yes,No
32,M,2004,91,LA,71446,52,27,55,57,67,51.5,M,Yes,No
20,M,2005,90,AR,72076,51,56,51,47,52,51.5,M,Yes,No
22,F,2004,90,CA,90745,64,67,44,62,33,51.5,M,Yes,No
23,M,2004,90,HI,96797,61,72,50,49,35,51.5,M,Yes,No
19,M,2004,89,AZ,85708,47,49,56,49,52,51.5,M,Yes,No
21,M,2003,89,DE,19901,60,65,39,55,47,51.5,M,Yes,No
20,M,2004,88,MN,55118,51,57,47,46,56,51.5,M,Yes,No
18,F,2004,86,NE,68123,55,55,53,57,41,51.5,M,Yes,No
33,M,2004,86,TX,77611,53,55,43,53,55,51.5,M,Yes,No
26,M,2005,86,MO,64481,44,45,53,47,61,51.5,M,Yes,No
19,M,2005,84,VA,23666,46,49,60,47,50,51.5,M,Yes,No
27,M,2004,84,VA,22309,43,47,72,42,45,51.5,M,Yes,No
20,F,2004,81,CA,94534,53,56,61,51,38,51.5,M,Yes,No
19,M,2004,78,GA,31635,56,55,49,59,43,51.5,M,Yes,No
20,M,2004,75,UT,84056,53,71,56,36,43,51.5,M,Yes,No
22,M,2004,74,WY,82001,53,63,59,44,40,51.5,M,Yes,No
41,M,2003,70,VT,05661,59,41,36,55,74,51.5,M,Yes,No
33,M,2004,90,NC,28226,52,42,47,53,64,51.5,L,Yes,No
34,M,2004,90,NC,28226,52,42,47,53,64,51.5,L,Yes,No
18,M,2005,92,CA,94559,53,49,53,59,45,51.5,D,Yes,No
42,M,2004,90,IN,46222,33,44,64,41,57,51.5,D,Yes,No
22,F,2003,86,NC,27534,53,61,53,47,45,51.5,D,Yes,No
30,F,2003,81,OR,97603,57,49,44,57,56,51.5,D,Yes,No
26,M,2003,77,OK,74948,37,43,59,36,68,51.5,D,Yes,No
25,F,2003,76,FL,33319,52,51,52,53,51,51.75,UNKNOWN,No,Yes
19,M,2004,76,IN,47523,49,55,67,44,41,51.75,S,No,Yes
19,M,2003,73,IA,50003,41,44,67,39,57,51.75,S,No,Yes
19,M,2004,66,LA,71110,45,49,62,44,52,51.75,S,Yes,No
18,M,2003,91,NJ,8527,56,61,52,53,41,51.75,UNKNOWN,Yes,No
20,M,2003,88,FL,34772,55,54,52,59,42,51.75,UNKNOWN,Yes,No
40,M,2004,85,FL,32578,43,42,62,46,57,51.75,UNKNOWN,Yes,No
19,M,2003,84,WI,53059,50,55,53,46,53,51.75,UNKNOWN,Yes,No
21,F,2004,84,US,96328,56,61,52,53,41,51.75,UNKNOWN,Yes,No
18,F,2003,83,HI,96796,61,65,51,57,34,51.75,UNKNOWN,Yes,No
20,M,2003,82,OH,45207,52,59,55,48,45,51.75,UNKNOWN,Yes,No
19,F,2003,81,VT,5403,55,61,50,52,44,51.75,UNKNOWN,Yes,No
22,M,2003,95,KY,40324,52,47,62,49,49,51.75,S,Yes,No
25,M,2004,94,CA,94110,65,74,36,55,42,51.75,S,Yes,No
21,M,2004,91,CA,94509,57,57,45,59,46,51.75,S,Yes,No
19,M,2004,90,UT,84056,50,50,45,55,57,51.75,S,Yes,No
18,M,2003,90,FL,32817,48,56,61,42,48,51.75,S,Yes,No
19,M,2004,89,CA,93437,55,65,57,48,37,51.75,S,Yes,No
22,M,2003,88,NV,89084,55,61,53,51,42,51.75,S,Yes,No
19,M,2004,88,TX,76908,50,50,53,55,49,51.75,S,Yes,No
20,M,2003,87,NY,12589,55,61,47,52,47,51.75,S,Yes,No
18,M,2004,87,TX,77072,49,63,61,38,45,51.75,S,Yes,No
20,F,2004,86,SC,29644,52,65,53,48,41,51.75,S,Yes,No
21,F,2004,86,AP,96266,63,61,47,66,33,51.75,S,Yes,No
26,M,2004,84,NM,88330,48,67,56,32,52,51.75,S,Yes,No
19,F,2003,83,OH,45159,52,71,54,51,31,51.75,S,Yes,No
18,M,2003,82,HI,96797,54,65,49,46,47,51.75,S,Yes,No
25,M,2003,82,AP,96326,57,56,45,59,47,51.75,S,Yes,No
21,F,2004,82,FL,32547,50,65,60,40,42,51.75,S,Yes,No
18,F,2004,82,SC,29152,64,67,40,62,38,51.75,S,Yes,No
21,M,2005,80,WA,98466,50,55,54,49,49,51.75,S,Yes,No
19,M,2004,79,LA,71110,45,49,62,44,52,51.75,S,Yes,No
19,M,2004,78,HI,96797,54,65,49,46,47,51.75,S,Yes,No
51,M,2005,100,MD,21244,41,23,72,44,68,51.75,M,Yes,No
19,F,2004,93,AE,9459,58,59,53,59,36,51.75,M,Yes,No
21,M,2004,91,OH,45505,51,50,45,53,59,51.75,M,Yes,No
21,F,2003,90,FL,33621,54,55,60,55,37,51.75,M,Yes,No
19,M,2004,90,MS,39301,48,45,61,55,46,51.75,M,Yes,No
39,M,2005,90,WI,53597,33,41,62,36,68,51.75,M,Yes,No
25,F,2004,89,OR,97321,58,74,41,64,28,51.75,M,Yes,No
32,M,2003,88,PR,949,41,32,54,55,66,51.75,M,Yes,No
20,F,2004,86,WA,98467,52,59,54,47,47,51.75,M,Yes,No
35,F,2004,85,OH,45660,52,42,49,57,59,51.75,M,Yes,No
19,M,2004,83,WA,98439,40,39,49,44,75,51.75,M,Yes,No
49,M,2004,83,MD,21244,41,23,72,44,68,51.75,M,Yes,No
19,M,2004,80,MS,76542,58,61,53,57,36,51.75,M,Yes,No
23,F,2005,80,NV,89031,55,65,50,47,45,51.75,M,Yes,No
19,M,2003,78,AE,9824,55,63,59,49,36,51.75,M,Yes,No
19,F,2003,77,ND,58704,50,52,61,53,41,51.75,M,Yes,No
39,F,2004,75,SC,29860,69,74,45,62,26,51.75,M,Yes,No
28,F,2005,99,KS,66062,47,63,46,51,47,51.75,D,Yes,No
23,F,2004,83,TN,37922,59,59,36,59,53,51.75,D,Yes,No
20,M,2003,69,AE,9824,40,32,54,53,69,52,S,No,Yes
20,M,2004,64,TN,38127,53,63,60,46,39,52,UNKNOWN,Yes,No
20,M,2003,62,AE,9824,40,32,54,53,69,52,S,Yes,No
20,M,2003,95,PA,18201,51,57,53,46,52,52,UNKNOWN,Yes,No
18,M,2003,92,AR,72209,57,59,50,57,42,52,UNKNOWN,Yes,No
22,F,2003,89,OR,97396,54,54,55,57,42,52,UNKNOWN,Yes,No
20,M,2003,88,AR,72032,56,67,54,48,39,52,UNKNOWN,Yes,No
19,M,2004,88,TX,76908,53,61,64,46,37,52,UNKNOWN,Yes,No
19,M,2003,85,HI,96789,54,54,50,57,47,52,UNKNOWN,Yes,No
21,M,2003,85,FL,33463,53,55,58,53,42,52,UNKNOWN,Yes,No
20,M,2004,83,TN,38127,53,63,60,46,39,52,UNKNOWN,Yes,No
34,M,2003,82,AZ,85307,46,50,55,44,59,52,UNKNOWN,Yes,No
18,F,2004,96,CA,95687,56,65,61,49,33,52,S,Yes,No
21,F,2004,96,SC,29644,52,76,56,44,32,52,S,Yes,No
20,M,2004,93,OK,73162,51,65,60,39,44,52,S,Yes,No
20,M,2004,91,MN,55369,46,47,64,49,48,52,S,Yes,No
24,M,2005,89,LA,70001,36,41,50,38,79,52,S,Yes,No
18,M,2004,89,LA,71110,50,55,53,51,49,52,S,Yes,No
19,M,2003,87,MT,59405,54,65,48,46,49,52,S,Yes,No
19,F,2003,86,MD,20774,52,80,40,47,41,52,S,Yes,No
19,F,2004,86,MA,1432,58,61,59,57,31,52,S,Yes,No
19,M,2004,85,OK,74036,49,48,59,52,49,52,S,Yes,No
35,F,2004,85,MS,39534,53,48,47,62,51,52,S,Yes,No
19,M,2004,84,LA,70056,52,45,59,47,57,52,S,Yes,No
20,M,2004,84,AL,36869,54,55,49,55,49,52,S,Yes,No
32,F,2004,83,PR,00985,60,59,39,62,48,52,S,Yes,No
20,M,2003,83,TX,76082,49,51,54,48,55,52,S,Yes,No
19,M,2004,83,NY,14810,47,49,61,49,49,52,S,Yes,No
21,F,2004,83,NY,11212,52,69,63,46,30,52,S,Yes,No
19,M,2005,82,WV,25306,44,55,68,33,52,52,S,Yes,No
19,M,2005,81,AE,9009,51,61,54,42,51,52,S,Yes,No
19,M,2004,80,NY,14609,60,69,52,51,36,52,S,Yes,No
20,M,2004,80,AE,9824,40,32,54,53,69,52,S,Yes,No
20,F,2004,80,TX,76908,57,61,51,55,41,52,S,Yes,No
20,M,2003,80,AL,36067,37,34,66,49,59,52,S,Yes,No
19,M,2004,80,PA,19120,52,76,50,44,38,52,S,Yes,No
34,M,2005,99,MI,49036,47,52,49,51,56,52,M,Yes,No
29,M,2005,95,ME,4537,50,72,56,55,25,52,M,Yes,No
33,M,2004,92,GU,96915,42,65,43,57,43,52,M,Yes,No
22,M,2004,89,LA,71111,54,55,53,55,45,52,M,Yes,No
33,F,2004,89,NV,89521,47,45,60,51,52,52,M,Yes,No
19,F,2004,88,TX,78628,53,59,64,48,37,52,M,Yes,No
19,M,2003,88,AK,99506,43,30,50,62,66,52,M,Yes,No
36,M,2003,88,NV,89511,52,51,45,52,60,52,M,Yes,No
20,M,2004,87,IA,51534,54,65,56,44,43,52,M,Yes,No
29,M,2004,87,AZ,85706,52,57,35,59,57,52,M,Yes,No
18,M,2003,87,AE,9012,50,52,46,51,59,52,M,Yes,No
22,F,2003,87,NY,11934,64,43,40,64,61,52,M,Yes,No
19,M,2004,86,MO,65305,48,56,74,42,36,52,M,Yes,No
19,F,2004,85,TX,78245,60,74,62,44,28,52,M,Yes,No
20,M,2003,85,WA,98439,50,65,55,38,50,52,M,Yes,No
20,F,2003,84,TX,78222,45,72,38,47,51,52,M,Yes,No
19,M,2004,83,MO,65401,46,39,45,57,67,52,M,Yes,No
18,F,2004,83,TX,78236,57,63,43,53,49,52,M,Yes,No
37,F,2003,83,GA,31406,52,93,45,44,26,52,M,Yes,No
19,F,2004,82,FL,34983,60,65,45,55,43,52,M,Yes,No
21,M,2004,82,GA,31098,46,47,52,49,60,52,M,Yes,No
19,M,2005,81,WY,82005,38,37,62,40,69,52,M,Yes,No
19,M,2003,81,MT,59405,57,63,54,53,38,52,M,Yes,No
18,F,2003,79,VA,22003,66,74,44,57,33,52,M,Yes,No
25,M,2004,78,MT,59405,50,47,54,59,48,52,M,Yes,No
20,M,2004,96,OK,73521,47,45,54,53,56,52,D,Yes,No
27,F,2003,83,AZ,85307,54,71,55,51,31,52,D,Yes,No
50,M,2004,78,RI,2907,45,80,36,53,39,52,D,Yes,No
20,F,2004,75,WA,99001,48,49,60,51,48,52,D,Yes,No
19,M,2003,69,CA,91773,52,42,48,64,55,52.25,UNKNOWN,No,Yes
19,M,2004,79,GA,30296,53,61,56,48,44,52.25,S,No,Yes
29,M,2003,86,TX,75088,50,54,51,48,56,52.25,UNKNOWN,Yes,No
20,F,2003,64,MT,59047,56,67,58,48,36,52.25,UNKNOWN,Yes,No
19,M,2003,84,HI,96707,44,50,56,40,63,52.25,S,Yes,No
20,M,2005,86,TX,77511,44,39,67,53,50,52.25,D,Yes,No
22,M,2003,93,KY,41005,54,57,54,53,45,52.25,UNKNOWN,Yes,No
33,F,2003,93,LA,70092,61,79,58,52,20,52.25,UNKNOWN,Yes,No
22,M,2004,90,AK,99705,53,46,57,42,64,52.25,UNKNOWN,Yes,No
33,M,2004,90,PA,17403,44,55,69,36,49,52.25,UNKNOWN,Yes,No
19,M,2003,89,MO,64506,54,63,52,48,46,52.25,UNKNOWN,Yes,No
19,M,2003,89,MO,64050,53,51,64,55,39,52.25,UNKNOWN,Yes,No
25,M,2003,88,CO,80922,46,34,63,44,68,52.25,UNKNOWN,Yes,No
18,M,2003,88,MO,63767,50,46,51,55,57,52.25,UNKNOWN,Yes,No
29,M,2003,88,TX,75088,50,54,51,48,56,52.25,UNKNOWN,Yes,No
19,M,2003,88,TX,76908,65,76,44,53,36,52.25,UNKNOWN,Yes,No
19,F,2003,87,MN,55767,54,57,62,53,37,52.25,UNKNOWN,Yes,No
18,M,2003,83,WV,25428,53,61,54,48,46,52.25,UNKNOWN,Yes,No
20,F,2003,82,MT,59047,56,67,58,48,36,52.25,UNKNOWN,Yes,No
19,F,2004,81,AL,36322,57,71,65,46,27,52.25,UNKNOWN,Yes,No
18,M,2003,79,TX,75165,52,55,49,50,55,52.25,UNKNOWN,Yes,No
18,F,2004,98,CA,91767,55,61,54,51,43,52.25,S,Yes,No
20,M,2004,95,MO,65360,49,54,60,46,49,52.25,S,Yes,No
20,M,2004,94,TX,79934,57,59,46,57,47,52.25,S,Yes,No
18,M,2004,94,PA,19144,53,59,60,52,38,52.25,S,Yes,No
18,M,2004,92,CA,93437,52,61,57,44,47,52.25,S,Yes,No
19,M,2003,92,HI,96707,44,50,56,40,63,52.25,S,Yes,No
25,M,2003,91,SC,29073,53,49,61,53,46,52.25,S,Yes,No
19,M,2004,90,MN,55811,49,43,54,49,63,52.25,S,Yes,No
19,M,2003,90,AE,9601,60,67,50,53,39,52.25,S,Yes,No
19,M,2004,89,FL,32547,43,56,61,32,60,52.25,S,Yes,No
21,F,2004,89,WV,25302,52,57,52,48,52,52.25,S,Yes,No
19,M,2005,89,US,96929,56,74,52,38,45,52.25,S,Yes,No
18,M,2003,89,PA,19144,53,59,60,52,38,52.25,S,Yes,No
19,M,2004,88,TX,78578,61,65,54,57,33,52.25,S,Yes,No
22,M,2003,88,VA,23665,49,49,50,53,57,52.25,S,Yes,No
21,F,2004,87,FL,32817,56,65,62,50,32,52.25,S,Yes,No
18,M,2003,87,NC,27534,56,71,60,42,36,52.25,S,Yes,No
26,F,2003,87,OK,73110,55,55,54,57,43,52.25,S,Yes,No
34,F,2003,87,IN,46226,53,61,39,64,45,52.25,S,Yes,No
32,M,2004,87,MI,49017,44,44,65,46,54,52.25,S,Yes,No
22,M,2004,86,DE,19902,53,56,64,51,38,52.25,S,Yes,No
18,M,2003,86,ND,58705,45,43,66,51,49,52.25,S,Yes,No
19,F,2004,86,ND,58601,50,55,60,49,45,52.25,S,Yes,No
20,F,2004,86,TN,37075,67,67,45,66,31,52.25,S,Yes,No
18,M,2003,85,NV,89086,55,56,60,55,38,52.25,S,Yes,No
23,M,2004,84,TX,79845,55,59,54,53,43,52.25,S,Yes,No
19,M,2004,81,WA,99011,47,59,70,38,42,52.25,S,Yes,No
21,M,2004,80,MI,49015,43,43,67,47,52,52.25,S,Yes,No
20,M,2005,78,CA,95829,60,59,55,62,33,52.25,S,Yes,No
19,M,2004,77,MO,65305,53,63,47,44,55,52.25,S,Yes,No
20,M,2004,77,MA,01821,53,48,53,59,49,52.25,S,Yes,No
20,M,2004,74,MT,59405,54,57,55,53,44,52.25,S,Yes,No
19,M,2003,95,LA,71037,44,41,67,51,50,52.25,M,Yes,No
37,M,2003,93,KS,67133,35,34,46,38,91,52.25,M,Yes,No
42,M,2004,92,WA,98438,38,79,24,58,48,52.25,M,Yes,No
18,F,2004,90,AR,72023,61,71,49,51,38,52.25,M,Yes,No
18,M,2004,89,TX,79607,53,47,64,49,49,52.25,M,Yes,No
19,M,2003,88,LA,71037,44,41,67,51,50,52.25,M,Yes,No
20,M,2003,87,IL,62208,50,59,53,47,50,52.25,M,Yes,No
21,F,2004,86,EA,96368,61,69,49,53,38,52.25,M,Yes,No
21,F,2004,86,NJ,8641,42,43,75,44,47,52.25,M,Yes,No
19,M,2003,85,CA,93437,54,55,64,55,35,52.25,M,Yes,No
20,M,2004,85,CA,93437,54,55,64,55,35,52.25,M,Yes,No
18,M,2005,85,HI,96818,42,37,66,51,55,52.25,M,Yes,No
19,M,2004,84,SC,29152,53,49,53,59,48,52.25,M,Yes,No
20,M,2005,81,FL,32547,48,45,67,53,44,52.25,M,Yes,No
19,F,2005,80,NM,88310,62,71,49,53,36,52.25,M,Yes,No
19,M,2003,80,ID,83647,46,59,74,36,40,52.25,M,Yes,No
19,M,2003,75,CA,94535,55,50,59,62,38,52.25,M,Yes,No
56,M,2004,74,WA,98277,52,44,61,44,60,52.25,M,Yes,No
42,F,2004,95,WA,99205,49,72,55,51,31,52.25,D,Yes,No
19,F,2005,91,AZ,85307,58,69,60,49,31,52.25,D,Yes,No
21,F,2003,91,MS,39530,56,65,50,49,45,52.25,D,Yes,No
20,M,2005,87,TX,77511,44,39,67,53,50,52.25,D,Yes,No
21,F,2004,85,AZ,85335,57,56,49,59,45,52.25,D,Yes,No
20,M,2004,81,CA,95687,54,52,44,57,56,52.25,D,Yes,No
19,M,2003,96,IL,62707,50,55,62,46,47,52.5,UNKNOWN,Yes,No
40,M,2004,94,NJ,08330,53,61,39,53,57,52.5,UNKNOWN,Yes,No
29,F,2003,93,CA,94555,55,71,58,42,39,52.5,UNKNOWN,Yes,No
19,M,2003,93,NY,13815,52,59,63,46,42,52.5,UNKNOWN,Yes,No
19,F,2004,92,OH,43605,55,59,59,53,39,52.5,UNKNOWN,Yes,No
19,F,2003,90,IA,50511,52,61,53,44,52,52.5,UNKNOWN,Yes,No
20,M,2003,88,TX,75693,51,55,60,48,47,52.5,UNKNOWN,Yes,No
19,M,2003,85,MA,1570,53,63,57,46,44,52.5,UNKNOWN,Yes,No
23,F,2003,85,NC,27713,54,57,59,53,41,52.5,UNKNOWN,Yes,No
40,M,2003,84,GA,31406,53,46,53,62,49,52.5,UNKNOWN,Yes,No
20,F,2003,83,WA,98003,57,65,49,52,44,52.5,UNKNOWN,Yes,No
18,F,2003,82,CA,93223,58,65,55,53,37,52.5,UNKNOWN,Yes,No
24,M,2003,82,VA,23666,54,69,54,42,45,52.5,UNKNOWN,Yes,No
38,M,2004,80,SC,29223,47,40,59,55,56,52.5,UNKNOWN,Yes,No
20,M,2003,76,TX,76006,53,57,56,53,44,52.5,UNKNOWN,Yes,No
20,F,2004,95,CA,93535,56,50,49,64,47,52.5,S,Yes,No
20,F,2004,95,FL,33040,60,61,40,59,50,52.5,S,Yes,No
26,F,2004,94,TX,78840,62,72,54,51,33,52.5,S,Yes,No
29,F,2004,93,CA,92056,63,74,43,52,41,52.5,S,Yes,No
25,F,2003,93,NM,88101,50,45,45,59,61,52.5,S,Yes,No
19,M,2004,92,MO,65202,57,71,59,46,34,52.5,S,Yes,No
19,M,2004,92,WI,54456,48,59,61,40,50,52.5,S,Yes,No
19,M,2004,91,TX,79607,47,47,56,51,56,52.5,S,Yes,No
19,M,2003,90,SD,57706,41,37,75,49,49,52.5,S,Yes,No
19,M,2003,88,CO,80247,48,52,53,47,58,52.5,S,Yes,No
25,M,2005,88,OR,97386,53,76,54,51,29,52.5,S,Yes,No
18,M,2003,87,NC,28308,54,59,60,51,40,52.5,S,Yes,No
19,M,2004,87,VA,23111,58,69,55,50,36,52.5,S,Yes,No
22,M,2004,87,AZ,85029,53,51,44,55,60,52.5,S,Yes,No
22,F,2004,86,MS,39503,59,56,53,62,39,52.5,S,Yes,No
18,F,2003,85,CA,93505,53,65,67,42,36,52.5,S,Yes,No
20,M,2004,85,MA,1854,43,47,74,42,47,52.5,S,Yes,No
21,M,2004,82,VA,23666,59,65,47,55,43,52.5,S,Yes,No
19,M,2005,81,AE,9603,46,49,64,47,50,52.5,S,Yes,No
21,M,2003,81,WA,99011,53,77,41,48,44,52.5,S,Yes,No
19,M,2003,81,WI,54456,48,59,61,40,50,52.5,S,Yes,No
20,M,2004,80,TX,77505,61,71,38,52,49,52.5,S,Yes,No
18,M,2004,80,OH,44134,46,49,62,47,52,52.5,S,Yes,No
24,M,2004,78,VA,20110,45,43,64,51,52,52.5,S,Yes,No
31,M,2003,78,PA,19053,53,43,45,64,58,52.5,S,Yes,No
19,F,2003,77,ND,58701,56,59,53,55,43,52.5,S,Yes,No
18,F,2005,77,NC,28540,56,63,56,51,40,52.5,S,Yes,No
19,M,2005,77,KS,66502,46,50,61,42,57,52.5,S,Yes,No
20,F,2004,73,CA,92557,63,56,26,70,58,52.5,S,Yes,No
24,M,2003,98,UT,84097,47,45,33,53,79,52.5,M,Yes,No
24,M,2004,98,WV,24739,49,49,56,53,52,52.5,M,Yes,No
24,M,2005,96,FL,33755,55,60,59,46,45,52.5,M,Yes,No
19,M,2004,95,NV,89115,47,52,53,44,61,52.5,M,Yes,No
28,M,2003,93,FL,34654,48,55,62,44,49,52.5,M,Yes,No
18,F,2004,92,WA,98404,60,65,50,55,40,52.5,M,Yes,No
33,M,2004,90,IL,60101,47,49,50,62,49,52.5,M,Yes,No
31,M,2003,89,MS,39320,32,23,64,44,79,52.5,M,Yes,No
22,M,2004,86,TX,76354,57,63,61,53,33,52.5,M,Yes,No
19,M,2004,85,NV,89031,53,47,49,62,52,52.5,M,Yes,No
21,F,2003,84,AZ,85756,57,67,56,49,38,52.5,M,Yes,No
23,F,2004,84,AZ,85048,57,39,60,59,52,52.5,M,Yes,No
21,M,2004,83,LA,71110,50,59,60,44,47,52.5,M,Yes,No
36,M,2003,83,MT,59102,45,56,43,49,62,52.5,M,Yes,No
22,F,2005,81,CA,94533,59,61,39,57,53,52.5,M,Yes,No
21,M,2004,79,WY,82001,54,52,52,57,49,52.5,M,Yes,No
26,F,2004,79,GU,96915,49,52,64,49,45,52.5,M,Yes,No
23,M,2005,77,OK,73020,50,52,53,53,52,52.5,M,Yes,No
24,F,2004,76,OR,97106,52,59,50,46,55,52.5,M,Yes,No
41,F,2004,95,WA,98371,36,55,40,42,73,52.5,D,Yes,No
41,F,2004,92,WA,98371,36,55,40,42,73,52.5,D,Yes,No
20,M,2003,74,LA,71107,58,59,40,59,52,52.5,D,Yes,No
19,M,2004,92,WA,99110,52,63,51,42,55,52.75,UNKNOWN,No,Yes
20,F,2003,77,MO,65336,60,69,46,51,45,52.75,S,No,Yes
19,F,2004,85,NC,28205,59,69,47,52,43,52.75,M,No,Yes
25,M,2004,79,KY,40299,49,34,47,70,60,52.75,D,No,Yes
23,M,2003,76,CA,94535,44,45,62,47,57,52.75,S,Yes,No
19,M,2004,62,PA,16102,43,45,66,44,56,52.75,S,Yes,No
27,M,2004,97,AZ,85631,53,51,63,52,45,52.75,UNKNOWN,Yes,No
19,M,2003,93,CO,80920,56,50,51,66,44,52.75,UNKNOWN,Yes,No
21,M,2004,91,IA,50211,43,48,53,41,69,52.75,UNKNOWN,Yes,No
28,M,2003,90,NC,27876,53,74,58,36,43,52.75,UNKNOWN,Yes,No
28,M,2003,90,NC,27876,53,74,58,36,43,52.75,UNKNOWN,Yes,No
21,F,2003,89,MT,59405,53,55,55,57,44,52.75,UNKNOWN,Yes,No
19,F,2004,87,PA,17403,58,67,51,52,41,52.75,UNKNOWN,Yes,No
18,F,2003,81,WV,24931,54,54,55,57,45,52.75,UNKNOWN,Yes,No
19,M,2003,80,NJ,7062,59,59,43,62,47,52.75,UNKNOWN,Yes,No
19,F,2003,79,NY,14513,56,67,62,48,34,52.75,UNKNOWN,Yes,No
24,F,2004,97,OK,73117,61,77,60,44,30,52.75,S,Yes,No
19,M,2004,93,FL,32547,47,55,64,42,50,52.75,S,Yes,No
29,F,2003,91,GA,31028,58,63,55,55,38,52.75,S,Yes,No
20,F,2005,90,NY,14411,64,69,45,59,38,52.75,S,Yes,No
19,M,2003,89,WI,53901,49,47,64,44,56,52.75,S,Yes,No
22,F,2005,89,CA,94901,56,55,51,59,46,52.75,S,Yes,No
19,M,2004,88,IA,52778,52,59,62,46,44,52.75,S,Yes,No
20,M,2004,88,NC,27830,55,59,65,53,34,52.75,S,Yes,No
20,M,2003,87,AZ,85340,50,52,56,53,50,52.75,S,Yes,No
18,M,2003,87,NE,68979,62,72,52,52,35,52.75,S,Yes,No
19,F,2004,87,TX,78249,58,67,57,52,35,52.75,S,Yes,No
19,M,2004,87,HI,96821,45,50,72,42,47,52.75,S,Yes,No
23,M,2003,87,CA,94535,44,45,62,47,57,52.75,S,Yes,No
19,F,2004,87,AZ,85635,56,63,52,52,44,52.75,S,Yes,No
19,F,2003,86,AZ,85715,55,59,53,53,46,52.75,S,Yes,No
22,M,2005,86,AK,99702,57,52,41,64,54,52.75,S,Yes,No
20,M,2004,86,DE,19004,50,56,50,47,58,52.75,S,Yes,No
19,M,2004,86,IL,60103,55,69,64,42,36,52.75,S,Yes,No
19,M,2004,86,PA,17026,45,44,51,48,68,52.75,S,Yes,No
24,M,2003,85,NM,88330,53,57,48,52,54,52.75,S,Yes,No
42,M,2004,85,NJ,7801,53,37,62,48,64,52.75,S,Yes,No
20,M,2004,84,TX,75670,53,61,55,48,47,52.75,S,Yes,No
20,M,2005,84,SC,29485,48,50,50,49,62,52.75,S,Yes,No
19,M,2003,84,NJ,8054,50,63,72,40,36,52.75,S,Yes,No
19,M,2004,84,FL,32544,56,52,45,62,52,52.75,S,Yes,No
19,M,2004,83,PA,17026,45,44,51,48,68,52.75,S,Yes,No
22,F,2004,82,NV,89509,56,55,50,59,47,52.75,S,Yes,No
25,M,2004,82,ND,58051,50,59,50,42,60,52.75,S,Yes,No
19,F,2004,82,IL,61008,50,55,57,46,53,52.75,S,Yes,No
